OBJECTID,StaType,StnType,ZipCode,State,City,Address2,Address1,Name,Code,StationName,StationFacilityName,StationAliases,DateModif,lon,lat,x,y
256,Curbside Bus Stop only (no shelter),BUS,97403,OR,Eugene, ,1615 East 13th Ave,University of Oregon,EUO,"Eugene, OR",University of Oregon, ,2024-09-15T02:52:16,-123.06875,44.045556,-123.068750000317,44.0455559999922
257,Curbside Bus Stop only (no shelter),BUS,13637,NY,Evans Mills, ,8650 Leray Street, ,EVM,"Evans Mills, NY", , ,2018-06-22T07:04:35,-75.799444,44.08427,-75.7994440000606,44.0842700000009
258,Station Building (with waiting room),BUS,47708,IN,Evansville, ,119 Northwest 6th Street, ,EVN,"Evansville, IN", , ,2018-09-26T04:04:52,-87.569534,37.973786,-87.5695340001414,37.9737859998846
259,Station Building (with waiting room),TRAIN,98201,WA,Everett, ,3201 Smith Avenue, ,EVR,"Everett, WA", , ,2017-11-12T04:05:35,-122.197858,47.975401,-122.197858000101,47.975400999863
260,Curbside Bus Stop only (no shelter),BUS,82930,WY,Evanston, ,106 North 3rd Street, ,EVY,"Evanston, WY", , ,2018-09-28T04:04:49,-110.957598,41.264175,-110.957597999957,41.264174999715
261,Station Building (with waiting room),TRAIN,07114,NJ,Newark, ,3 Brewster Road,Liberty International Airport,EWR,"Newark, NJ",Liberty International Airport,"Liberty International,Liberty Airport,Liberty Intl",2018-09-14T07:04:45,-74.18229,40.696618,-74.1822900001891,40.6966179998749
262,Platform with Shelter,TRAIN,03833,NH,Exeter, ,60 Lincoln Street, ,EXR,"Exeter, NH", , ,2018-09-14T04:04:54,-70.9587,42.98102,-70.9587000004252,42.9810200001499
263,Station Building (with waiting room),TRAIN,19341,PA,Exton, ,445 Walkertown Road, ,EXT,"Exton, PA", , ,2020-02-22T04:11:05,-75.621713,40.019291,-75.6217130002239,40.0192910002022
264,Station Building (with waiting room),TRAIN,58102,ND,Fargo, ,420 4th Street North, ,FAR,"Fargo, ND", , ,2017-11-12T04:05:36,-96.785372,46.880982,-96.7853720002016,46.8809819998918
265,Station Building (with waiting room),BUS,02721,MA,Fall River, ,118 4th Street, ,FAV,"Fall River, MA", , ,2023-07-29T02:06:50,-71.154432,41.698447,-71.1544319997789,41.698446999877
266,Station Building (with waiting room),TRAIN,28301,NC,Fayetteville, ,472 Hay Street, ,FAY,"Fayetteville, NC", , ,2017-11-12T04:05:37,-78.884788,35.054993,-78.8847880000419,35.054993000315
267,Platform with Shelter,TRAIN,22401,VA,Fredericksburg, ,425 Princess Anne Street, ,FBG,"Fredericksburg, VA", , ,2023-01-03T12:18:52,-77.457707,38.29808,-77.457707000408,38.2980799999579
268,Curbside Bus Stop only (no shelter),BUS,80528,CO,Fort Collins, ,4308 East Harmony Road, ,FCC,"Fort Collins, CO", ,"Ft Collins,Ft. Collins,Collins",2018-09-26T04:04:52,-104.996531,40.524231,-104.996531000178,40.5242310003154
269,Curbside Bus Stop only (no shelter),BUS,54937,WI,Fond du Lac, ,191 W Rolling Meadows Dr, ,FDL,"Fond du Lac, WI", , ,2024-07-05T02:00:00,-88.46394,43.74882,-88.4639400002991,43.7488199998259
270,Platform only (no shelter),TRAIN,12828,NY,Fort Edward, ,70 East Street, ,FED,"Fort Edward-Glens Falls, NY", ,"Ft Edward,Ft. Edward,Edward,Glens Falls, Glenns Falls,Hudson Falls",2018-09-14T07:04:46,-73.58055,43.269603,-73.5805500000988,43.269602999869
271,Station Building (with waiting room),TRAIN,94533,CA,Fairfield, ,4921 Vanden Road, ,FFV,"Fairfield-Vacaville, CA", ,Vacaville,2017-11-06T07:04:52,-121.967926,38.285626,-121.967925999715,38.285625999989
272,Station Building (with waiting room),BUS,86001,AZ,Flagstaff, ,880 East Butler Ave.,Greyhound Station,FGG,"Flagstaff, AZ",Greyhound Station, ,2018-12-13T07:03:26,-111.638801,35.192292,-111.638801000075,35.1922919996354
273,Curbside Bus Stop only (no shelter),BUS,76544,TX,Fort Cavazos, ,"Building 18010, 48th Street", ,FHD,"Fort Cavazos, TX", ,"Ft Hood,Ft. Hood,Hood,Cavazos,Ft Cavazos,Ft. Cavazos",2023-06-14T02:06:44,-97.766812,31.141597,-97.766811999805,31.141596999756
274,Curbside Bus Stop only (no shelter),BUS,93015,CA,Fillmore, ,718 West Ventura Street, ,FIL,"Fillmore, CA", , ,2018-09-29T04:04:50,-118.918319,34.396009,-118.918319000251,34.3960090001066
275,Station Building (with waiting room),TRAIN,86001,AZ,Flagstaff, ,1 East Route 66,Amtrak Station,FLG,"Flagstaff, AZ",Amtrak Station, ,2019-02-14T07:03:20,-111.648871,35.197374,-111.648871000324,35.1973740001013
276,Station Building (with waiting room),TRAIN,48503,MI,Flint, ,1407 South Dort Highway, ,FLN,"Flint, MI", , ,2017-11-12T04:05:39,-83.651728,43.015425,-83.6517279996638,43.0154249998738
277,Station Building (with waiting room),TRAIN,29506,SC,Florence, ,805 East Day Street, ,FLO,"Florence, SC", , ,2017-11-12T04:05:39,-79.757056,34.199157,-79.7570560000844,34.1991569997407
278,Station Building (with waiting room),TRAIN,52627,IA,Fort Madison,Suite 1,810 10th Street ,Historic Santa Fe Station,FMD,"Fort Madison, IA",Historic Santa Fe Station,"Ft Madison,Ft. Madison,Madison",2021-12-16T02:03:39,-91.313529,40.629558,-91.3135289998489,40.6295580000399
279,Station Building (with waiting room),TRAIN,80701,CO,Fort Morgan, ,South Ensign Street and Main Street, ,FMG,"Fort Morgan, CO", ,"Ft Morgan,Ft. Morgan,Morgan",2017-11-06T07:04:53,-103.802818,40.247169,-103.802818000298,40.24716900002
280,Station Building (with waiting room),TRAIN,94536,CA,Fremont, ,37260 Fremont Boulevard,Amtrak/ACE Station,FMT,"Fremont, CA",Amtrak/ACE Station, ,2019-02-14T04:03:18,-122.007496,37.559093,-122.007496000158,37.5590930002453
281,Station Building (with waiting room),TRAIN,93721,CA,Fresno, ,2650 Tulare Street, ,FNO,"Fresno, CA", , ,2018-09-29T04:04:50,-119.782926,36.738457,-119.782925999565,36.7384569999896
282,Platform with Shelter,TRAIN,01702,MA,Framingham, ,417 Waverly Street, ,FRA,"Framingham, MA", , ,2018-09-14T04:04:55,-71.420033,42.275993,-71.4200330000108,42.2759930003002
283,Station Building (with waiting room),BUS,21704,MD,Frederick, ,100 South East Street,Transit Center/MARC Station,FRC,"Frederick, MD",Transit Center/MARC Station, ,2019-02-14T04:03:19,-77.40558,39.411855,-77.4055800003773,39.4118550000533
284,Station Building (with waiting room),TRAIN,04032,ME,Freeport, ,23 Depot Road, ,FRE,"Freeport, ME", , ,2017-11-06T07:04:54,-70.102358,43.855035,-70.1023580002895,43.8550349997767
285,Curbside Bus Stop only (no shelter),BUS,80421,CO,Fairplay, ,640 US Highway 285, ,FRP,"Fairplay, CO", , ,2018-07-13T04:04:39,-105.991608,39.225516,-105.991607999818,39.2255159997974
286,Curbside Bus Stop only (no shelter),BUS,21705,MD,Frederick, ,1341 Hughes Ford Road,Frederick Municipal Airport,FRR,"Frederick, MD",Frederick Municipal Airport, ,2018-09-27T04:05:04,-77.382299,39.416261,-77.3822990000643,39.4162609998299
287,Curbside Bus Stop only (no shelter),BUS,94538,CA,Fremont, ,42801 Mission Blvd,VTA Transit Bus Stop,FRT,"Fremont, CA",VTA Transit Bus Stop, ,2018-09-29T04:04:50,-121.92364,37.53915,-121.923640000338,37.5391499997497
288,Curbside Bus Stop only (no shelter),BUS,21532,MD,Frostburg, ,101 Braddock Road,Frostburg State University,FSB,"Frostburg, MD",Frostburg State University, ,2018-09-27T07:04:47,-78.933168,39.6489,-78.9331680003601,39.6489000003313
289,Curbside Bus Stop only (no shelter),BUS,93623,CA,Fish Camp, ,1122 Highway 41, ,FSH,"Fish Camp, CA", , ,2018-02-18T04:04:48,-119.635019,37.472699,-119.635018999788,37.4726989997596
290,Curbside Bus Stop only (no shelter),BUS,97439,OR,Florence, ,93100 Oregon Coast Highway,Carl G. Washburne State Park,FSP,"Florence, OR",Carl G. Washburne State Park,"Washburne State Park,Carl Washburne State Park",2021-10-15T07:04:07,-124.1156,44.160514,-124.115599999985,44.1605140002434
291,Curbside Bus Stop only (no shelter),BUS,95540,CA,Fortuna, ,719 South Fortuna Blvd, ,FTA,"Fortuna, CA", , ,2018-09-29T04:04:50,-124.146188,40.583672,-124.146188000126,40.5836719999624
292,Platform with Shelter,TRAIN,12883,NY,Ticonderoga, ,NYS Hwy 74 and Sandy Redoubt, ,FTC,"Ticonderoga, NY", , ,2018-09-14T04:04:55,-73.389681,43.853788,-73.389680999993,43.8537880002561
293,Station Building (with waiting room),TRAIN,33312,FL,Fort Lauderdale, ,200 Southwest 21st Terrace, ,FTL,"Fort Lauderdale, FL", ,"Ft Lauderdale,Ft. Lauderdale,Lauderdale",2017-11-06T07:04:55,-80.17,26.119256,-80.1700000000293,26.1192559996403
294,Curbside Bus Stop only (no shelter),BUS,33917,FL,Fort Myers, ,17308 Park 78 Drive, ,FTM,"Fort Myers, FL", ,"Ft Myers,Ft. Myers,Myers",2018-09-26T07:04:45,-81.81506,26.714124,-81.8150599998102,26.7141240001707
295,Station Building (with waiting room),TRAIN,42041,KY,Fulton, ,21 Newton Road, ,FTN,"Fulton, KY", , ,2017-11-12T04:05:44,-88.888772,36.525704,-88.8887720001851,36.5257040002376
296,Station Building (with waiting room),TRAIN,76102,TX,Fort Worth, ,1001 Jones Street,Central Station,FTW,"Fort Worth, TX",Central Station,"Ft Worth,Ft. Worth,Worth",2023-02-01T02:06:32,-97.326673,32.752563,-97.3266730003283,32.7525630003499
297,Station Building (with waiting room),TRAIN,92832,CA,Fullerton, ,120 East Santa Fe Avenue, ,FUL,"Fullerton, CA", , ,2018-09-14T04:04:55,-117.922849,33.868969,-117.922849000251,33.8689690002625
298,Platform only (no shelter),TRAIN,95054,CA,Santa Clara, ,5099 Stars and Stripes Drive,Great America,GAC,"Santa Clara, CA",Great America, ,2018-09-14T04:04:55,-121.967003,37.406778,-121.967002999626,37.4067779999306
299,Station Building (with waiting room),TRAIN,28054,NC,Gastonia, ,350 Hancock Street, ,GAS,"Gastonia, NC", , ,2017-11-12T04:05:45,-81.162366,35.269186,-81.1623660000242,35.2691859996536
300,Station Building (with waiting room),TRAIN,61401,IL,Galesburg, ,225 South Seminary Street, ,GBB,"Galesburg, IL", , ,2017-11-12T04:05:45,-90.364106,40.944678,-90.3641059999156,40.9446780000142
301,Station Building (with waiting room),BUS,27350,NC,Goldsboro, ,103 North Carolina Street, ,GBO,"Goldsboro, NC", , ,2018-09-27T07:04:47,-78.003337,35.385675,-78.0033369998552,35.3856749997706
302,Curbside Bus Stop only (no shelter),BUS,95542,CA,Garberville, ,924 Redwood Drive, ,GBV,"Garberville, CA", , ,2018-04-05T04:04:19,-123.79523,40.097719,-123.795229999675,40.0977190002269
303,Platform with Shelter,BUS,54302,WI,Green Bay, ,901 University Avenue,Transportation Center,GBY,"Green Bay, WI",Transportation Center, ,2019-07-03T07:03:26,-88.00276,44.517053,-88.0027599999761,44.5170529998793
304,Curbside Bus Stop only (no shelter),BUS,86023,AZ,Grand Canyon Village, ,202 Village Loop Drive,Maswik Lodge,GCB,"Grand Canyon Village, AZ",Maswik Lodge, ,2019-02-14T04:03:19,-112.144648,36.05364,-112.144648000441,36.0536400000736
305,Station Building (with waiting room),TRAIN,67846,KS,Garden City, ,100 North 7th Street, ,GCK,"Garden City, KS", , ,2018-09-14T04:04:56,-100.873256,37.964365,-100.873256000184,37.9643650002865
306,Station Building (with waiting room),TRAIN,86023,AZ,Grand Canyon Village, ,2 North Village Loop,Grand Canyon Railway Depot,GCN,"Grand Canyon Village, AZ",Grand Canyon Railway Depot, ,2019-02-14T07:03:20,-112.136845,36.056867,-112.136845000321,36.0568669996662
307,Platform with Shelter,TRAIN,91204,CA,Glendale, ,400 West Cerritos Avenue, ,GDL,"Glendale, CA", , ,2018-09-14T04:04:57,-118.258868,34.123706,-118.25886799956,34.1237059998591
308,Curbside Bus Stop only (no shelter),BUS,99224,WA,Spokane, ,9000 West Airport Drive,Spokane Airport,GEG,"Spokane, WA",Spokane Airport, ,2018-09-28T07:04:42,-117.536887,47.626646,-117.536887000301,47.6266460001421
309,Station Building (with waiting room),TRAIN,01301,MA,Greenfield, ,12 Olive Street, ,GFD,"Greenfield, MA", , ,2018-09-14T04:04:57,-72.600765,42.585458,-72.600764999981,42.5854579999907
310,Station Building (with waiting room),TRAIN,58201,ND,Grand Forks, ,5555 DeMers Avenue, ,GFK,"Grand Forks, ND", , ,2017-11-12T04:05:49,-97.110835,47.917522,-97.1108349999137,47.9175220001664
311,Station Building (with waiting room),TRAIN,59230,MT,Glasgow, ,424 1st  Avenue South, ,GGW,"Glasgow, MT", , ,2017-11-12T04:05:50,-106.636188,48.194854,-106.636188000038,48.1948539999959
312,Curbside Bus Stop only (no shelter),BUS,97301,OR,Gearhart, ,3453 U.S. Highway 101 North,Dollar General Store,GHN,"Gearhart - Northbound, OR",Dollar General Store, ,2019-06-19T07:03:23,-123.911654,46.025188,-123.91165399971,46.0251880001782
313,Curbside Bus Stop only (no shelter),BUS,97301,OR,Gearhart, ,3518 U.S. Highway 101 North,Gearhart Bowl & Fultano's Pizza,GHT,"Gearhart - Southbound, OR",Gearhart Bowl & Fultano's Pizza, ,2019-06-19T07:03:23,-123.912012,46.025529,-123.91201199991,46.025528999862
314,Curbside Bus Stop only (no shelter),BUS,97737,OR,Gilchrist, ,138303 Highway 97, ,GIL,"Gilchrist, OR", , ,2021-07-15T04:04:11,-121.687175,43.477437,-121.687175000252,43.4774370001611
315,Station Building (with waiting room),TRAIN,81501,CO,Grand Junction, ,339 South 1st Street, ,GJT,"Grand Junction, CO", , ,2017-11-06T07:04:57,-108.569929,39.064375,-108.569928999624,39.0643749997222
316,Station Building (with waiting room),TRAIN,76240,TX,Gainesville, ,605 East California Street, ,GLE,"Gainesville, TX", , ,2017-11-12T04:05:51,-97.140896,33.625159,-97.1408959997993,33.6251589998189
317,Platform with Shelter,TRAIN,60938,IL,Gilman, ,800 US Highway 24 West, ,GLM,"Gilman, IL", , ,2017-11-12T04:05:51,-87.998055,40.752547,-87.9980550000136,40.7525469997241
318,Station Building (with waiting room),TRAIN,60025,IL,Glenview, ,1116 Depot Street, ,GLN,"Glenview, IL", , ,2017-11-12T04:05:51,-87.805562,42.075038,-87.8055620003844,42.0750380000266
319,Platform only (no shelter),TRAIN,87301,NM,Gallup, ,201 East Highway 66, ,GLP,"Gallup, NM", , ,2022-11-21T10:50:00,-108.740548,35.529176,-108.740547999627,35.5291760000324
320,Curbside Bus Stop only (no shelter),BUS,95020,CA,Gilroy, ,7250 Monterey Street, ,GLY,"Gilroy, CA", , ,2018-09-21T04:04:50,-121.566798,37.003961,-121.566797999742,37.0039610003506
321,Platform with Shelter,TRAIN,L3M 3H6,ON,Grimsby, ,99 Ontario Street, ,GMS,"Grimsby, ON", , ,2017-11-12T04:05:53,-79.557945,43.195949,-79.5579450003659,43.1959490003012
322,Platform with Shelter,TRAIN,15601,PA,Greensburg, ,Harrison Avenue and Seton Hill Drive,Amtrak Station,GNB,"Greensburg, PA",Amtrak Station, ,2019-02-14T04:03:20,-79.546893,40.304986,-79.5468929995776,40.3049860001589
323,Station Building (with waiting room),BUS,32609,FL,Gainesville, ,2340 North Main Street, ,GNF,"Gainesville, FL", , ,2023-07-28T02:06:45,-82.323379,29.673652,-82.3233790003443,29.6736520003352
324,Curbside Bus Stop only (no shelter),BUS,15601,PA,Greensburg, ,41 Bell Way,Westmoreland Transit Center,GNG,"Greensburg, PA",Westmoreland Transit Center, ,2019-02-14T04:03:20,-79.54705,40.302773,-79.5470499999365,40.3027729998342
325,Station Building (with waiting room),TRAIN,30501,GA,Gainesville, ,116 Industrial Boulevard, ,GNS,"Gainesville, GA", , ,2017-11-12T04:05:54,-83.819694,34.288897,-83.8196939997484,34.2888969997996
326,Platform only (no shelter),BUS,97439,OR,Florence, ,1950 21st St,Grocery Outlet Florence,GOF,"Florence, OR",Grocery Outlet Florence, ,2021-02-23T07:04:08,-124.099324,43.984965,-124.099324000274,43.9849650001919
327,Curbside Bus Stop only (no shelter),BUS,97028,OR,Government Camp, ,Milepost 54 Mount Hood Highway, ,GOV,"Government Camp, OR", , ,2022-03-04T07:04:02,-121.744822,45.302445,-121.74482200038,45.3024450001751
328,Station Building (with waiting room),TRAIN,59434,MT,East Glacier Park, ,400 Highway 49 North, ,GPK,"East Glacier Park, MT", ,"glacier,browning",2017-11-06T07:04:59,-113.219523,48.442333,-113.219522999844,48.4423330000628
329,Station Building (with waiting room),TRAIN,80446,CO,Granby, ,438 Railroad Avenue, ,GRA,"Granby, CO", , ,2017-11-12T04:05:55,-105.935503,40.084188,-105.935503000096,40.0841879999807
330,Curbside Bus Stop only (no shelter),BUS,97347,OR,Grand Ronde, ,9605 Grand Ronde Rd,Community Center,GRC,"Grand Ronde, OR",Community Center, ,2020-07-10T07:05:08,-123.614009,45.074259,-123.614009000044,45.0742589998862
331,Station Building (with waiting room),BUS,80631,CO,Greeley, ,101 11th Avenue, ,GRE,"Greeley, CO", , ,2019-06-12T07:03:26,-104.697745,40.433716,-104.697744999964,40.4337159996961
332,Curbside Bus Stop only (no shelter),BUS,97080,OR,Gresham, ,1200 NE 8th Street, ,GRH,"Gresham, OR", , ,2021-05-21T04:04:06,-122.418117,45.501806,-122.418116999898,45.5018059999313
333,Platform with Shelter,TRAIN,84525,UT,Green River, ,250 South Broadway, ,GRI,"Green River, UT", , ,2019-12-03T04:03:15,-110.165228,38.992039,-110.165228000136,38.9920390001165
334,Curbside Bus Stop only (no shelter),BUS,97347,OR,Grand Ronde, ,27100 Salmon River Hwy,Spirit Mountain Casino,GRM,"Grand Ronde, OR",Spirit Mountain Casino,Spirit Mountain Casino,2020-07-10T07:05:08,-123.581015,45.058588,-123.581014999857,45.0585880000822
335,Station Building (with waiting room),BUS,27834,NC,Greenville, ,600 South Pitt Street, ,GRN,"Greenville, NC", ,"East Carolina University,Shaw University,Kinston",2018-09-15T07:04:40,-77.377078,35.610198,-77.3770779997178,35.6101979998358
336,Station Building (with waiting room),TRAIN,27401,NC,Greensboro, ,236 East Washington Street, ,GRO,"Greensboro, NC", , ,2018-09-14T04:04:58,-79.78708,36.069797,-79.7870800001601,36.0697970003065
337,Station Building (with waiting room),TRAIN,49503,MI,Grand Rapids, ,440 Century Avenue SW, ,GRR,"Grand Rapids, MI", , ,2018-09-29T04:04:51,-85.672447,42.955788,-85.6724470004158,42.9557880001222
338,Station Building (with waiting room),TRAIN,29601,SC,Greenville, ,1120 West Washington Street, ,GRV,"Greenville, SC", , ,2017-11-12T04:05:56,-82.413486,34.858256,-82.4134859998331,34.8582559998755
339,Station Building (with waiting room),BUS,46402,IN,Gary, ,100 West 4th Avenue, ,GRY,"Gary, IN", , ,2018-09-26T04:04:53,-87.338949,41.604269,-87.3389490000028,41.6042690002076
340,Station Building (with waiting room),TRAIN,81601,CO,Glenwood Springs, ,413 7th Street, ,GSC,"Glenwood Springs, CO", , ,2017-11-12T04:05:57,-107.323218,39.547903,-107.3232180004,39.5479030000084
341,Curbside Bus Stop only (no shelter),BUS,95543,CA,Gasquet, ,10350 Highway 199, ,GSQ,"Gasquet, CA", , ,2018-09-21T04:04:50,-123.969462,41.84561,-123.969462000395,41.845610000079
342,Platform with Shelter,TRAIN,93117,CA,Goleta, ,25 South La Patera Lane, ,GTA,"Goleta, CA", , ,2017-11-12T04:05:57,-119.843092,34.437729,-119.843091999718,34.4377290003119
343,Curbside Bus Stop only (no shelter),BUS,97526,OR,Grants Pass, ,132 Northeast B Street, ,GTP,"Grants Pass, OR", , ,2024-04-20T02:07:37,-123.32402,42.44302,-123.324020000184,42.4430200000753
344,Curbside Bus Stop only (no shelter),BUS,21536,MD,Grantsville, ,3000 Chestnut Ridge Road, ,GTV,"Grantsville, MD", , ,2018-09-27T04:05:06,-79.100326,39.692354,-79.1003259999826,39.692354000161
345,Station Building (with waiting room),TRAIN,93434,CA,Guadalupe, ,330 Guadalupe Street, ,GUA,"Guadalupe, CA", ,santa maria,2018-09-14T07:04:48,-120.57341,34.962927,-120.573409999923,34.9629269996781
346,Station Building (with waiting room),TRAIN,06437,CT,Guilford, ,325 Old Whitfield Street, ,GUI,"Guilford, CT", , ,2024-08-18T02:00:04,-72.67361,41.275369,-72.6736099999195,41.2753689998065
347,Curbside Bus Stop only (no shelter),BUS,81230,CO,Gunnison, ,411 East Tomichi Street, ,GUN,"Gunnison, CO", , ,2024-07-12T02:00:02,-106.922057,38.544173,-106.922056999916,38.5441729998318
348,Platform with Shelter,TRAIN,93433,CA,Grover Beach, ,180 West Grand Avenue, ,GVB,"Grover Beach, CA", , ,2020-03-06T04:11:20,-120.629266,35.12126,-120.629266000123,35.1212599999118
349,Curbside Bus Stop only (no shelter),BUS,83530,ID,Grangeville, ,901 West Main Street, ,GVI,"Grangeville, ID", , ,2018-09-26T04:04:53,-116.131574,45.927188,-116.131573999988,45.9271880000809
350,Curbside Bus Stop only (no shelter),BUS,13642,NY,Gouverneur, ,49 East Main Street, ,GVR,"Gouverneur, NY", , ,2018-06-22T07:04:36,-75.467999,44.335612,-75.4679990002939,44.3356120002617
351,Station Building (with waiting room),TRAIN,38930,MS,Greenwood, ,Carrollton Avenue and East Gibson Street, ,GWD,"Greenwood, MS", , ,2017-11-12T04:06:02,-90.176454,33.517159,-90.1764539997929,33.5171589996537
352,Curbside Bus Stop only (no shelter),BUS,49738,MI,Grayling, ,2615 South I-75 Business Loop, ,GYG,"Grayling, MI", , ,2018-09-27T04:05:07,-84.708063,44.64765,-84.7080629995999,44.6476499997853
353,Curbside Bus Stop only (no shelter),BUS,49734,MI,Gaylord, ,1041 West Main Street, ,GYL,"Gaylord, MI", , ,2018-09-27T04:05:07,-84.691914,45.027057,-84.6919140001103,45.0270569999025
354,Curbside Bus Stop only (no shelter),BUS,21740,MD,Hagerstown, ,123 West Franklin Street, ,HAG,"Hagerstown, MD", , ,2018-09-27T04:05:07,-77.722497,39.64466,-77.7224969998048,39.6446600002142
355,Station Building (with waiting room),TRAIN,28345,NC,Hamlet, ,2 Main Street, ,HAM,"Hamlet, NC", , ,2018-09-14T04:04:58,-79.699218,34.883663,-79.6992180001608,34.8836630000814
356,Station Building (with waiting room),TRAIN,17101,PA,Harrisburg, ,4th and Chestnut Streets, ,HAR,"Harrisburg, PA", , ,2017-11-12T04:06:04,-76.878256,40.26205,-76.8782560000456,40.2620500001456
357,Station Building (with waiting room),TRAIN,68901,NE,Hastings, ,501 West First Street, ,HAS,"Hastings, NE", , ,2017-11-12T04:06:04,-98.387534,40.584276,-98.3875340001267,40.584276000058
358,Station Building (with waiting room),TRAIN,59501,MT,Havre, ,235 Main Street, ,HAV,"Havre, MT", , ,2017-11-06T07:05:01,-109.678352,48.554465,-109.678352000131,48.5544649999225
359,Platform with Shelter,TRAIN,94541,CA,Hayward, ,22555 Meekland Avenue, ,HAY,"Hayward, CA", , ,2017-11-12T04:06:04,-122.099277,37.665997,-122.099277000298,37.6659969997141
360,Platform with Shelter,TRAIN,39083,MS,Hazlehurst, ,North Ragsdale Avenue and East Conway Street, ,HAZ,"Hazlehurst, MS", , ,2017-11-12T04:06:05,-90.394347,31.86132,-90.3943469997262,31.8613200002923
361,Station Building (with waiting room),TRAIN,39401,MS,Hattiesburg, ,308 Newman Street, ,HBG,"Hattiesburg, MS", , ,2018-08-15T07:04:57,-89.286463,31.326921,-89.2864630000677,31.3269209999307
362,Curbside Bus Stop only (no shelter),BUS,95448,CA,Healdsburg, ,149 Healdsburg Avenue, ,HEA,"Healdsburg, CA", , ,2018-07-14T04:04:40,-122.869456,38.606841,-122.869456000301,38.6068409996813
363,Station Building (with waiting room),TRAIN,65041,MO,Hermann, ,301 Wharf Street, ,HEM,"Hermann, MO", , ,2017-11-06T07:05:02,-91.432558,38.707283,-91.4325580001217,38.707283000292
364,Station Building (with waiting room),TRAIN,84526,UT,Helper, ,1 Depot Street, ,HER,"Helper, UT", , ,2017-11-12T04:06:06,-110.853894,39.684036,-110.853893999717,39.684036000269
365,Station Building (with waiting room),TRAIN,06103,CT,Hartford, ,One Union Place, ,HFD,"Hartford, CT", , ,2017-11-12T04:06:06,-72.681314,41.768761,-72.6813140003052,41.7687609997061
366,Platform with Shelter,TRAIN,25425,WV,Harpers Ferry, ,Potomac Street & Shenandoah Street, ,HFY,"Harpers Ferry, WV", , ,2018-09-14T04:04:59,-77.731078,39.324452,-77.7310780002495,39.3244520001604
367,Station Building (with waiting room),TRAIN,16652,PA,Huntingdon, ,Fourth and Allegheny Streets, ,HGD,"Huntingdon, PA", , ,2017-11-12T04:06:07,-78.01178,40.483665,-78.0117800002077,40.4836649996833
368,Curbside Bus Stop only (no shelter),BUS,49931,MI,Houghton, ,Townsend Drive and Hubbell Street,Michigan Tech University,HGH,"Houghton, MI",Michigan Tech University, ,2018-09-27T07:04:48,-88.54963,47.118726,-88.5496299997055,47.1187260001298
369,Curbside Bus Stop only (no shelter),BUS,48629,MI,Houghton Lake, ,9391 West Lake City Road, ,HGL,"Houghton Lake, MI", , ,2018-09-27T04:05:08,-84.80111,44.335421,-84.8011099999607,44.3354210002566
370,Curbside Bus Stop only (no shelter),BUS,13655,NY,Hogansburg, ,935 State Highway 37, ,HGS,"Hogansburg, NY", , ,2018-06-22T07:04:36,-74.640035,44.966824,-74.6400350000708,44.9668239999178
371,Platform with Shelter,TRAIN,01832,MA,Haverhill, ,Washington Street at Railroad Square, ,HHL,"Haverhill, MA", , ,2017-11-12T04:06:08,-71.086375,42.773297,-71.0863749996434,42.7732970000705
372,Station Building (with waiting room),TRAIN,25951,WV,Hinton, ,100 Second Avenue, ,HIN,"Hinton, WV", , ,2018-09-14T04:04:59,-80.892232,37.675037,-80.8922320002574,37.6750369999285
373,Curbside Bus Stop only (no shelter),BUS,95531,CA,Crescent City, ,2100 Highway 199, ,HIO,"Hiouchi, CA", ,Crescent City,2018-09-26T04:04:54,-124.072165,41.792839,-124.072164999829,41.7928390000599
374,Curbside Bus Stop only (no shelter),BUS,49930,MI,Hancock, ,125 Quincy Street, ,HKM,"Hancock, MI", , ,2018-09-27T04:05:08,-88.580295,47.126982,-88.5802949998387,47.1269820000714
375,Curbside Bus Stop only (no shelter),BUS,97006,OR,Hillsboro, ,2435 NE Town Center Drive, ,HLB,"Hillsboro, OR", , ,2021-09-10T07:03:52,-122.866305,45.537276,-122.86630500044,45.537275999697
376,Platform only (no shelter),TRAIN,68949,NE,Holdrege, ,200 East Avenue, ,HLD,"Holdrege, NE", , ,2021-06-16T07:04:08,-99.370077,40.436013,-99.370076999745,40.436013000202
377,Platform with Shelter,TRAIN,01041,MA,Holyoke, ,74 Main Street, ,HLK,"Holyoke, MA", , ,2017-11-06T07:05:03,-72.602309,42.204156,-72.6023090000368,42.2041560002467
378,Station Building (with waiting room),TRAIN,70401,LA,Hammond, ,404 N.W. Railroad Avenue, ,HMD,"Hammond, LA", , ,2017-11-12T04:06:10,-90.462169,30.50718,-90.4621689996851,30.5071799999615
379,Station Building (with waiting room),TRAIN,46320,IN,Hammond, ,1135 North Calumet Avenue, ,HMI,"Hammond-Whiting, IN", ,Whiting,2017-11-06T07:05:03,-87.506511,41.691155,-87.5065109998563,41.6911549998204
380,Station Building (with waiting room),TRAIN,60430,IL,Homewood, ,18015 Park Avenue, ,HMW,"Homewood, IL", , ,2017-11-12T04:06:10,-87.668685,41.562446,-87.6686849998572,41.5624460003309
381,Station Building (with waiting room),TRAIN,93230,CA,Hanford, ,200 Santa Fe Avenue #A, ,HNF,"Hanford, CA", , ,2017-11-12T04:06:11,-119.651816,36.326078,-119.651815999906,36.3260779996663
